EQUIPE,RODADA,JOGADOR,POSIÇÃO,PONTUAÇÃO,CAPITÃO,TIME
Vanculotte Atiantino,RODADA 23,FELIPE JONATAN,LATERAL,-0.90,NÃO,SANTOS
Vanculotte Atiantino,RODADA 23,SABINO,ZAGUEIRO,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,RICARDO,ZAGUEIRO,0.80,NÃO,VASCO
Vanculotte Atiantino,RODADA 23,MATHEUS GALDEZANI,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,RAUL,MEIA,3.30,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 23,FERNANDO SOBRAL,MEIA,0.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 23,THIAGO GALHARDO,MEIA,-2.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 23,GIOVANNI AUGUSTO,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,MARINHO,ATACANTE,36.40,SIM,SANTOS
Vanculotte Atiantino,RODADA 23,CUCA,TÉCNICO,4.37,NÃO,SANTOS
Vanculotte Atiantino,RODADA 22,JEAN,GOLEIRO,3.90,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 22,FELIPE JONATAN,LATERAL,0.00,NÃO,SANTOS
Vanculotte Atiantino,RODADA 22,OREJUELA,LATERAL,6.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 22,SABINO,ZAGUEIRO,-3.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,RICARDO,ZAGUEIRO,1.50,NÃO,VASCO
Vanculotte Atiantino,RODADA 22,MATHEUS GALDEZANI,MEIA,2.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,GIOVANNI AUGUSTO,MEIA,7.40,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,THIAGO GALHARDO,MEIA,-0.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 22,RAUL,MEIA,0.00,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 22,FERNANDO SOBRAL,MEIA,3.50,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 22,MARINHO,ATACANTE,-2.60,SIM,SANTOS
Vanculotte Atiantino,RODADA 22,CUCA,TÉCNICO,1.78,NÃO,SANTOS
Vanculotte Atiantino,RODADA 21,JEAN,GOLEIRO,13.90,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 21,OREJUELA,LATERAL,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 21,FELIPE JONATAN,LATERAL,5.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 21,SABINO,ZAGUEIRO,-0.10,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,RICARDO,ZAGUEIRO,6.90,NÃO,VASCO
Vanculotte Atiantino,RODADA 21,RAUL,MEIA,4.90,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 21,THIAGO GALHARDO,MEIA,4.20,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 21,MATHEUS GALDEZANI,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,FERNANDO SOBRAL,MEIA,0.10,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 21,GIOVANNI AUGUSTO,MEIA,4.50,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,MARINHO,ATACANTE,10.00,SIM,SANTOS
Vanculotte Atiantino,RODADA 21,CUCA,TÉCNICO,6.55,NÃO,SANTOS
Vanculotte Atiantino,RODADA 20,JEAN,GOLEIRO,-1.60,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 20,FELIPE JONATAN,LATERAL,2.60,NÃO,SANTOS
Vanculotte Atiantino,RODADA 20,OREJUELA,LATERAL,7.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 20,RICARDO,ZAGUEIRO,2.60,NÃO,VASCO
Vanculotte Atiantino,RODADA 20,SABINO,ZAGUEIRO,13.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 20,FERNANDO SOBRAL,MEIA,4.20,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 20,RAUL,MEIA,6.40,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 20,GIOVANNI AUGUSTO,MEIA,17.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 20,MATHEUS GALDEZANI,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 20,THIAGO GALHARDO,MEIA,0.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 20,MARINHO,ATACANTE,0.00,SIM,SANTOS
Vanculotte Atiantino,RODADA 20,CUCA,TÉCNICO,0.11,NÃO,SANTOS
Vanculotte Atiantino,RODADA 19,JEAN,GOLEIRO,-2.30,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 19,FELIPE JONATAN,LATERAL,2.80,NÃO,SANTOS
Vanculotte Atiantino,RODADA 19,OREJUELA,LATERAL,12.30,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 19,RICARDO,ZAGUEIRO,-1.90,NÃO,VASCO
Vanculotte Atiantino,RODADA 19,SABINO,ZAGUEIRO,8.80,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 19,FERNANDO SOBRAL,MEIA,0.80,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 19,THIAGO GALHARDO,MEIA,-4.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 19,MATHEUS GALDEZANI,MEIA,10.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 19,RAUL,MEIA,10.60,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 19,GIOVANNI AUGUSTO,MEIA,6.70,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 19,MARINHO,ATACANTE,28.60,SIM,SANTOS
Vanculotte Atiantino,RODADA 19,CUCA,TÉCNICO,5.06,NÃO,SANTOS
Vanculotte Atiantino,RODADA 18,FERNANDO PRASS,GOLEIRO,5.40,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 18,GUILHERME ARANA,LATERAL,6.80,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 18,VIÑA,LATERAL,7.90,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 18,SABINO,ZAGUEIRO,1.10,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 18,PEDRO GEROMEL,ZAGUEIRO,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 18,VINA,MEIA,12.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 18,THIAGO GALHARDO,MEIA,16.00,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 18,FERNANDO SOBRAL,MEIA,1.50,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 18,ZÉ RAFAEL,MEIA,6.80,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 18,MARINHO,ATACANTE,7.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 18,KENO,ATACANTE,6.50,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 18,MAURÍCIO BARBIERI,TÉCNICO,5.15,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 17,JEAN,GOLEIRO,4.80,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 17,GUGA,LATERAL,0.60,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 17,VICTOR LUIS,LATERAL,6.40,NÃO,BOTAFOGO
Vanculotte Atiantino,RODADA 17,DIGÃO,ZAGUEIRO,0.90,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 17,KANU,ZAGUEIRO,7.50,NÃO,BOTAFOGO
Vanculotte Atiantino,RODADA 17,NATHAN,MEIA,1.00,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 17,RAUL,MEIA,1.30,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 17,OTERO,MEIA,-0.70,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 17,THIAGO GALHARDO,MEIA,33.00,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 17,KENO,ATACANTE,7.40,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 17,BRENNER,ATACANTE,-0.80,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 17,JORGE SAMPAOLI,TÉCNICO,3.19,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 16,JOÃO PAULO,GOLEIRO,-2.60,NÃO,SANTOS
Vanculotte Atiantino,RODADA 16,PARÁ,LATERAL,0.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 16,FELIPE JONATAN,LATERAL,1.60,NÃO,SANTOS
Vanculotte Atiantino,RODADA 16,PEDRO HENRIQUE,ZAGUEIRO,0.60,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 16,LUCAS VERÍSSIMO,ZAGUEIRO,0.00,NÃO,SANTOS
Vanculotte Atiantino,RODADA 16,NATHAN,MEIA,4.00,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 16,THIAGO GALHARDO,MEIA,6.70,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 16,ALISSON,MEIA,9.30,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 16,RAPHAEL VEIGA,MEIA,-0.40,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 16,MARINHO,ATACANTE,0.00,SIM,SANTOS
Vanculotte Atiantino,RODADA 16,LUIZ ADRIANO,ATACANTE,0.70,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 16,JORGE SAMPAOLI,TÉCNICO,2.44,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 15,FERNANDO PRASS,GOLEIRO,-2.20,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 15,SABINO,ZAGUEIRO,6.60,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 15,IGOR RABELLO,ZAGUEIRO,4.90,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 15,VÍCTOR CUESTA,ZAGUEIRO,1.20,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 15,THIAGO GALHARDO,MEIA,19.80,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 15,VINA,MEIA,2.30,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 15,FERNANDO SOBRAL,MEIA,12.50,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 15,BENÍTEZ,MEIA,6.30,NÃO,VASCO
Vanculotte Atiantino,RODADA 15,WILLIAN,ATACANTE,0.00,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 15,KENO,ATACANTE,21.10,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 15,CANO,ATACANTE,0.90,NÃO,VASCO
Vanculotte Atiantino,RODADA 15,EDUARDO COUDET,TÉCNICO,4.52,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 14,JOÃO PAULO,GOLEIRO,0.80,NÃO,SANTOS
Vanculotte Atiantino,RODADA 14,FELIPE JONATAN,LATERAL,6.30,NÃO,SANTOS
Vanculotte Atiantino,RODADA 14,DIOGO BARBOSA,LATERAL,9.90,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 14,RÉVER,ZAGUEIRO,2.10,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 14,LEANDRO CASTAN,ZAGUEIRO,2.20,NÃO,VASCO
Vanculotte Atiantino,RODADA 14,THIAGO GALHARDO,MEIA,38.40,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 14,FERNANDO SOBRAL,MEIA,1.60,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 14,DANIEL ALVES,MEIA,0.30,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 14,NENÊ,MEIA,7.00,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 14,CANO,ATACANTE,0.30,NÃO,VASCO
Vanculotte Atiantino,RODADA 14,JÔ,ATACANTE,0.10,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 14,JORGE SAMPAOLI,TÉCNICO,1.26,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 13,VANDERLEI,GOLEIRO,-2.70,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 13,VIÑA,LATERAL,8.80,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 13,GUILHERME ARANA,LATERAL,9.60,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 13,GUSTAVO GÓMEZ,ZAGUEIRO,0.50,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 13,DAVID BRAZ,ZAGUEIRO,1.10,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 13,ALISSON,MEIA,2.20,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 13,ARRASCAETA,MEIA,5.90,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 13,RAUL,MEIA,0.80,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 13,WELLINGTON PAULISTA,ATACANTE,1.10,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 13,LUCIANO,ATACANTE,-0.40,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 13,MARINHO,ATACANTE,18.40,SIM,SANTOS
Vanculotte Atiantino,RODADA 13,ROGÉRIO CENI,TÉCNICO,3.90,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 12,JEAN,GOLEIRO,1.80,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 12,LEANDRO CASTAN,ZAGUEIRO,1.30,NÃO,VASCO
Vanculotte Atiantino,RODADA 12,VÍCTOR CUESTA,ZAGUEIRO,-0.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 12,JÚNIOR ALONSO,ZAGUEIRO,2.50,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 12,NENÊ,MEIA,5.20,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 12,FERNANDO SOBRAL,MEIA,7.50,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 12,THIAGO GALHARDO,MEIA,9.90,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 12,BOSCHILIA,MEIA,4.90,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 12,CANO,ATACANTE,5.60,SIM,VASCO
Vanculotte Atiantino,RODADA 12,CLÉBER,ATACANTE,-1.70,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 12,TALLES MAGNO,ATACANTE,0.70,NÃO,VASCO
Vanculotte Atiantino,RODADA 12,GUTO FERREIRA,TÉCNICO,4.43,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 11,JOÃO PAULO,GOLEIRO,4.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 11,VIÑA,LATERAL,5.40,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 11,MOISÉS,LATERAL,0.30,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 11,SABINO,ZAGUEIRO,6.10,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 11,JÚNIOR ALONSO,ZAGUEIRO,1.20,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 11,FERNANDO SOBRAL,MEIA,3.30,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 11,PATRICK,MEIA,0.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 11,ALISSON,MEIA,5.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 11,EDSON,MEIA,2.30,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 11,CANO,ATACANTE,5.80,SIM,VASCO
Vanculotte Atiantino,RODADA 11,MARINHO,ATACANTE,4.30,NÃO,SANTOS
Vanculotte Atiantino,RODADA 11,JORGE SAMPAOLI,TÉCNICO,5.19,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 10,MATEUS CLAUS,GOLEIRO,0.00,NÃO,BAHIA
Vanculotte Atiantino,RODADA 10,NINO PARAÍBA,LATERAL,-0.70,NÃO,BAHIA
Vanculotte Atiantino,RODADA 10,GUILHERME ARANA,LATERAL,8.50,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 10,JÚNIOR ALONSO,ZAGUEIRO,1.30,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 10,JUNINHO,ZAGUEIRO,-2.00,NÃO,BAHIA
Vanculotte Atiantino,RODADA 10,FERNANDO SOBRAL,MEIA,3.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 10,RODRIGUINHO,MEIA,1.50,NÃO,BAHIA
Vanculotte Atiantino,RODADA 10,OTERO,MEIA,4.30,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 10,TALLES MAGNO,ATACANTE,3.90,NÃO,VASCO
Vanculotte Atiantino,RODADA 10,GILBERTO,ATACANTE,-0.50,NÃO,BAHIA
Vanculotte Atiantino,RODADA 10,EDUARDO SASHA,ATACANTE,-3.20,SIM,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 10,JORGE SAMPAOLI,TÉCNICO,4.22,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 9,MARCELO LOMBA,GOLEIRO,3.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 9,SARAVIA,LATERAL,10.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 9,REINALDO,LATERAL,1.40,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 9,VÍCTOR CUESTA,ZAGUEIRO,4.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 9,RAFAEL VAZ,ZAGUEIRO,-4.00,NÃO,GOIÁS
Vanculotte Atiantino,RODADA 9,DODI,MEIA,1.70,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 9,THIAGO GALHARDO,MEIA,21.10,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 9,MATHEUS GALDEZANI,MEIA,2.90,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 9,CANO,ATACANTE,7.60,NÃO,VASCO
Vanculotte Atiantino,RODADA 9,LUCIANO,ATACANTE,10.20,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 9,WELLINGTON PAULISTA,ATACANTE,20.60,SIM,FORTALEZA
Vanculotte Atiantino,RODADA 9,ROGÉRIO CENI,TÉCNICO,3.57,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 8,JOÃO PAULO,GOLEIRO,16.00,NÃO,SANTOS
Vanculotte Atiantino,RODADA 8,SARAVIA,LATERAL,2.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 8,FILIPE LUÍS,LATERAL,0.10,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 8,PEDRO GEROMEL,ZAGUEIRO,-4.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 8,VÍCTOR CUESTA,ZAGUEIRO,-1.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 8,ALISSON,MEIA,7.20,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 8,THIAGO GALHARDO,MEIA,15.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 8,FERNANDO SOBRAL,MEIA,5.70,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 8,EDUARDO SASHA,ATACANTE,8.20,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 8,GABRIEL,ATACANTE,19.80,SIM,FLAMENGO
Vanculotte Atiantino,RODADA 8,LUCIANO,ATACANTE,10.50,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 8,JAIR VENTURA,TÉCNICO,2.76,NÃO,SPORT
Vanculotte Atiantino,RODADA 7,MARCOS FELIPE,GOLEIRO,0.30,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 7,PEDRO GEROMEL,ZAGUEIRO,3.80,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 7,RAFAEL VAZ,ZAGUEIRO,2.30,NÃO,GOIÁS
Vanculotte Atiantino,RODADA 7,DANILO AVELAR,ZAGUEIRO,7.70,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 7,NENÊ,MEIA,5.70,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 7,FERNANDO SOBRAL,MEIA,3.30,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 7,ALISSON,MEIA,1.60,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 7,THIAGO GALHARDO,MEIA,8.80,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 7,DIEGO SOUZA,ATACANTE,0.70,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 7,MARINHO,ATACANTE,23.00,SIM,SANTOS
Vanculotte Atiantino,RODADA 7,EVANILSON,ATACANTE,7.20,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 7,PAULO AUTUORI,TÉCNICO,4.51,NÃO,BOTAFOGO
Vanculotte Atiantino,RODADA 6,WILSON,GOLEIRO,12.60,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 6,SABINO,ZAGUEIRO,16.20,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 6,RICARDO,ZAGUEIRO,3.10,NÃO,VASCO
Vanculotte Atiantino,RODADA 6,VÍCTOR CUESTA,ZAGUEIRO,4.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 6,MATHEUS GALDEZANI,MEIA,4.80,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 6,NENÊ,MEIA,5.80,SIM,FLUMINENSE
Vanculotte Atiantino,RODADA 6,JORGINHO,MEIA,0.00,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 6,FERNANDO SOBRAL,MEIA,6.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 6,CANO,ATACANTE,0.50,NÃO,VASCO
Vanculotte Atiantino,RODADA 6,WELLINGTON PAULISTA,ATACANTE,16.70,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 6,JÔ,ATACANTE,1.20,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 6,JORGINHO,TÉCNICO,6.28,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 5,WILSON,GOLEIRO,-2.10,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 5,LÉO ORTIZ,ZAGUEIRO,-1.20,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 5,RAFAEL VAZ,ZAGUEIRO,5.60,NÃO,GOIÁS
Vanculotte Atiantino,RODADA 5,GIL,ZAGUEIRO,2.00,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 5,LÉO CITTADINI,MEIA,0.30,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 5,CARLOS SÁNCHEZ,MEIA,0.50,NÃO,SANTOS
Vanculotte Atiantino,RODADA 5,ARAOS,MEIA,4.00,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 5,ARRASCAETA,MEIA,0.00,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 5,BRUNO HENRIQUE,ATACANTE,5.80,SIM,FLAMENGO
Vanculotte Atiantino,RODADA 5,CLAUDINHO,ATACANTE,7.90,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 5,CANO,ATACANTE,0.30,NÃO,VASCO
Vanculotte Atiantino,RODADA 5,FELIPE CONCEIÇÃO,TÉCNICO,1.88,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 4,TIAGO VOLPI,GOLEIRO,12.60,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 4,VÍCTOR CUESTA,ZAGUEIRO,5.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 4,DANILO AVELAR,ZAGUEIRO,2.50,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 4,GIL,ZAGUEIRO,-0.40,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 4,HYORAN,MEIA,2.40,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 4,THIAGO GALHARDO,MEIA,15.30,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 4,BOSCHILIA,MEIA,0.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 4,LÉO CITTADINI,MEIA,1.80,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 4,PABLO,ATACANTE,1.60,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 4,JÔ,ATACANTE,14.20,SIM,CORINTHIANS
Vanculotte Atiantino,RODADA 4,KENO,ATACANTE,4.80,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 4,GUTO FERREIRA,TÉCNICO,1.47,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 3,FELIPE ALVES,GOLEIRO,4.80,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 3,FILIPE LUÍS,LATERAL,8.50,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 3,VIÑA,LATERAL,5.40,NÃO,PALMEIRAS
